Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,total employee estimate1,current employee estimate1
1389083,bny mellon,bnymellon.com,,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/bny-mellon,24183,57477,57477.0,24183
6109977,raytheon,raytheon.com,1922.0,defense & space,10001+,"waltham, massachusetts, united states",united states,linkedin.com/company/raytheon,23733,50573,50573.0,23733
2565554,sociÃ©tÃ© gÃ©nÃ©rale,societegenerale.com,1864.0,banking,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/societe-generale,23484,72980,72980.0,23484
5505284,eli lilly and company,lilly.com,1876.0,pharmaceuticals,10001+,"indianapolis, indiana, united states",united states,linkedin.com/company/eli-lilly-and-company,23297,60234,60234.0,23297
6386936,hp,hp.com,,information technology and services,10001+,"palo alto, california, united states",united states,linkedin.com/company/hp,23294,72549,72549.0,23294
2451340,eskom,eskom.co.za,1923.0,utilities,10001+,,,linkedin.com/company/eskom,23290,30914,30914.0,23290
1715868,school,school-shop.fr,,textiles,10001+,,,linkedin.com/company/school,22985,24418,24418.0,22985
25915,uber,uber.com,2009.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/uber-com,22415,36867,36867.0,22415
7031229,lloyds banking group,lloydsbankinggroup.com,,financial services,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/lloyds-banking-group,22316,59097,59097.0,22316
4194738,kroger,thekrogerco.com,1883.0,retail,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/kroger,22257,52584,52584.0,22257
7017886,thermo fisher scientific,thermofisher.com,1956.0,research,10001+,"waltham, massachusetts, united states",united states,linkedin.com/company/thermo-fisher-scientific,22025,41527,41527.0,22025
6341362,renault,renault.com,,automotive,10001+,,,linkedin.com/company/renault,21826,54145,54145.0,21826
3861520,nhs trust,nhs.net,,hospital & health care,10001+,,,linkedin.com/company/nhs-trust,21826,27276,27276.0,
1474115,willis towers watson,willistowerswatson.com,1828.0,financial services,10001+,"london, england, united kingdom",united kingdom,linkedin.com/company/willis-towers-watson,21813,52381,52381.0,
3097566,hospital universitario josep trueta,scsalud.es,,"health, wellness and fitness",10001+,,,linkedin.com/company/hospital_2,21796,23390,23390.0,
6743549,aig,aig.com,1919.0,insurance,10001+,"new york, new york, united states",united states,linkedin.com/company/aig,21673,62772,62772.0,
1012973,state bank of india,sbi.co.in,1806.0,banking,10001+,"bombay, maharashtra, india",india,linkedin.com/company/state-bank-of-india,21645,28145,28145.0,
1742171,fedex express,fedex.com,1973.0,package/freight delivery,10001+,,,linkedin.com/company/fedex-express,21642,38631,38631.0,
3074526,novo nordisk,novonordisk.com,1923.0,pharmaceuticals,10001+,"plainsboro, new jersey, united states",united states,linkedin.com/company/novo-nordisk,21638,40316,40316.0,
4620102,mynet,mynet.com,1999.0,internet,10001+,"maslak, istanbul, turkey",turkey,linkedin.com/company/mynet,21612,22123,22123.0,
155797,vale,vale.com,1942.0,mining & metals,10001+,"rio de janeiro, rio de janeiro, brazil",brazil,linkedin.com/company/vale,21569,44516,44516.0,
2588212,itaÃº unibanco,itau.com.br,1945.0,banking,10001+,"sao paulo, sao paulo, brazil",brazil,linkedin.com/company/itau,21539,53270,53270.0,
3112107,h&r block,hrblock.com,1955.0,retail,10001+,"kansas city, missouri, united states",united states,linkedin.com/company/h&r-block,21410,50330,50330.0,
1497651,sncf,sncf.com,1938.0,transportation/trucking/railroad,10001+,"saint-denis-de-palin, centre, france",france,linkedin.com/company/sncf,21359,42784,42784.0,
317196,social security administration,socialsecurity.gov,1935.0,government administration,10001+,"baltimore, maryland, united states",united states,linkedin.com/company/ssa,21150,28143,28143.0,
2276538,"bright futures, a college and career management company",,,mental health care,10001+,,,linkedin.com/company/bright-futures-a-college-and-career-management-company,21041,21225,21225.0,
5300977,costco wholesale,costco.com,1983.0,retail,10001+,"issaquah, washington, united states",united states,linkedin.com/company/costco-wholesale,21030,39071,39071.0,
3499466,thales,thalesgroup.com,2015.0,defense & space,10001+,"alexandria, virginia, united states",united states,linkedin.com/company/thales,20983,54041,54041.0,
185483,convergys,convergys.com,1998.0,outsourcing/offshoring,10001+,"cincinnati, ohio, united states",united states,linkedin.com/company/convergys,20979,74278,74278.0,
3316833,ministry of education,mogaisrael.com,,design,10001+,,,linkedin.com/company/ministry-of-education,20964,24627,24627.0,
2679224,tesco plc,tescoplc.com,1919.0,retail,10001+,"hertfordshire, hertfordshire, united kingdom",united kingdom,linkedin.com/company/-tesco,20960,58143,58143.0,
1462752,iqvia,iqvia.com,2016.0,hospital & health care,10001+,"danbury, connecticut, united states",united states,linkedin.com/company/iqvia,20957,44812,44812.0,
5717884,salesforce,salesforce.com,1999.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/salesforce,20885,32361,32361.0,
5729452,edf,edf.fr,1946.0,oil & energy,10001+,"france, aquitaine, france",france,linkedin.com/company/edf,20848,42588,42588.0,
6051027,prefeitura municipal,raffanti.net,,information technology and services,10001+,,,linkedin.com/company/prefeitura-municipal,20779,23540,23540.0,
7052551,the dow chemical company,dow.com,1897.0,chemicals,10001+,"midland, michigan, united states",united states,linkedin.com/company/dow-chemical,20706,45769,45769.0,
2006184,forza silicon,vandjassociates.com,,human resources,10001+,,,linkedin.com/company/._31,20596,22725,22725.0,
3540617,hilton worldwide,stayhgi.com,1919.0,hospitality,10001+,"mclean, virginia, united states",united states,linkedin.com/company/hilton,20578,56818,56818.0,
6865435,los angeles unified school district,lausd.net,1853.0,education management,10001+,"los angeles, california, united states",united states,linkedin.com/company/los-angeles-unified-school-district,20404,30115,30115.0,
6809285,army national guard,nationalguard.com,,military,10001+,"arlington, virginia, united states",united states,linkedin.com/company/army-national-guard,20390,42468,42468.0,
6432614,nordstrom,nordstrom.com,1901.0,retail,10001+,"seattle, washington, united states",united states,linkedin.com/company/nordstrom,20376,81777,81777.0,
2277413,lifespan,lifespan.org,1994.0,hospital & health care,10001+,"providence, rhode island, united states",united states,linkedin.com/company/lifespan,20341,23426,23426.0,
5306595,fedex,,1973.0,package/freight delivery,10001+,"memphis, tennessee, united states",united states,linkedin.com/company/fedex,20317,40732,40732.0,
5211566,edward jones,edwardjones.com,1922.0,financial services,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/edward-jones,20238,37140,37140.0,
3859593,particular,demelon.net,,computer software,10001+,,,linkedin.com/company/particular_5,20231,22904,22904.0,
1415193,travelers,travelers.com,1853.0,insurance,10001+,"new york, new york, united states",united states,linkedin.com/company/travelers,20065,39698,39698.0,
2143040,fresher,student.org.il,,education management,10001+,,,linkedin.com/company/student_3,20056,22438,22438.0,
2204081,boehringer ingelheim,boehringer-ingelheim.com,1885.0,pharmaceuticals,10001+,"ingelheim, rheinland-pfalz, germany",germany,linkedin.com/company/boehringer-ingelheim,19989,46209,46209.0,
5188772,state street,statestreet.com,,financial services,10001+,"boston, massachusetts, united states",united states,linkedin.com/company/state-street,19917,54320,54320.0,
894606,private,lesliestreet.cz,2010.0,professional training & coaching,10001+,"prague, praha, czechia",czechia,linkedin.com/company/private_22,19894,21432,21432.0,
2996889,the walt disney company,disneycareers.com,1923.0,entertainment,10001+,"burbank, california, united states",united states,linkedin.com/company/the-walt-disney-company,19839,64345,64345.0,
7135557,nielsen,nielsen.com,,information services,10001+,"new york, new york, united states",united states,linkedin.com/company/nielsen,19719,57059,57059.0,
7100143,emirates,emirates.com,1985.0,airlines/aviation,10001+,"dubai, dubai, united arab emirates",united arab emirates,linkedin.com/company/emirates,19657,33168,33168.0,
6838408,lg electronics,lg.com,1947.0,consumer electronics,10001+,"seoul, seoul-t'ukpyolsi, south korea",southkorea,linkedin.com/company/lg-electronics,19552,47846,47846.0,
4200508,bombardier,bombardier.com,1967.0,aviation & aerospace,10001+,"montrÃ©al, quebec, canada",canada,linkedin.com/company/bombardier,19515,48465,48465.0,
1562302,herbalife,herbalife.com,1980.0,"health, wellness and fitness",10001+,"los angeles, california, united states",united states,linkedin.com/company/herbalife,19473,27470,27470.0,
2525857,northwestern mutual,northwesternmutual.com,1857.0,financial services,10001+,"milwaukee, wisconsin, united states",united states,linkedin.com/company/northwestern-mutual,19406,57402,57402.0,
3183960,valeo,valeo.com,1923.0,automotive,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/valeo,19383,48834,48834.0,
2046863,eaton,eaton.com,1911.0,electrical/electronic manufacturing,10001+,"cleveland, ohio, united states",united states,linkedin.com/company/eaton,19358,48225,48225.0,
3404418,aflac,aflac.com,1955.0,insurance,10001+,"columbus, georgia, united states",united states,linkedin.com/company/aflac,19357,37516,37516.0,
3065805,united nations,un.org,1945.0,international affairs,10001+,"new york, new york, united states",united states,linkedin.com/company/united-nations,19263,53077,53077.0,
2211827,flextronics,flex.com,,electrical/electronic manufacturing,10001+,,singapore,linkedin.com/company/flexintl,19039,46941,46941.0,
1757223,standard bank group,standardbank.com,1862.0,financial services,10001+,"johannesburg, gauteng, south africa",south africa,linkedin.com/company/standard-bank-group,18967,37478,37478.0,18967
6604299,subway,subway.com,1965.0,restaurants,10001+,,,linkedin.com/company/subway,18960,60191,60191.0,18960
1165351,mayo clinic,mayoclinic.org,,hospital & health care,10001+,"rochester, minnesota, united states",united states,linkedin.com/company/mayo-clinic,18846,31647,31647.0,18846
703734,booz allen hamilton,boozallen.com,1914.0,management consulting,10001+,"mclean, virginia, united states",united states,linkedin.com/company/booz-allen-hamilton,18838,48211,48211.0,18838
5003828,allianz,allianz.com,1890.0,financial services,10001+,"munich, bavaria, germany",germany,linkedin.com/company/allianz,18824,40564,40564.0,18824
4910792,telstra,telstra.com,1901.0,telecommunications,10001+,,australia,linkedin.com/company/telstra,18773,49199,49199.0,18773
6348526,qualcomm,qualcomm.com,1985.0,wireless,10001+,"san diego, california, united states",united states,linkedin.com/company/qualcomm,18614,36464,36464.0,18614
3135963,john deere,johndeere.com,1837.0,machinery,10001+,"moline, illinois, united states",united states,linkedin.com/company/john-deere,18546,34780,34780.0,18546
4265345,aetna,aetna.com,1853.0,insurance,10001+,"hartford, connecticut, united states",united states,linkedin.com/company/aetna,18519,39194,39194.0,18519
7046063,enterprise rent-a-car,enterprise.com,1957.0,automotive,10001+,"hillsborough, new hampshire, united states",united states,linkedin.com/company/enterprise-rent-a-car,18509,83709,83709.0,18509
4322431,bristol-myers squibb,bms.com,1887.0,pharmaceuticals,10001+,"new york, new york, united states",united states,linkedin.com/company/bristol-myers-squibb,18504,57029,57029.0,18504
6434336,alberta health services,albertahealthservices.ca,2008.0,hospital & health care,10001+,"edmonton, alberta, canada",canada,linkedin.com/company/alberta-health-services,18502,24861,24861.0,18502
272909,us department of homeland security,dhs.gov,2003.0,government administration,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/us-department-of-homeland-security,18497,30571,30571.0,18497
6643348,commonwealth bank,commbank.com.au,1911.0,financial services,10001+,"sydney, new south wales, australia",australia,linkedin.com/company/commonwealthbank,18480,43277,43277.0,18480
7117565,new york life insurance company,newyorklife.com,1845.0,financial services,10001+,"new york, new york, united states",united states,linkedin.com/company/newyorklife,18438,38970,38970.0,18438
5048183,siemens healthcare,,,hospital & health care,10001+,"erlangen, bayern, germany",germany,linkedin.com/company/siemens-healthineers,18436,38951,38951.0,18436
4316778,cibc,cibc.com,1867.0,banking,10001+,"toronto, ontario, canada",canada,linkedin.com/company/cibc,18410,45353,45353.0,18410
3905962,adidas,adidas.com,1949.0,sporting goods,10001+,"herzogenaurach, bavaria, germany",germany,linkedin.com/company/adidas,18402,44698,44698.0,18402
2001870,weatherford,weatherford.com,1987.0,oil & energy,10001+,"houston, texas, united states",united states,linkedin.com/company/weatherford,18246,45335,45335.0,18246
754931,fluor corporation,fluor.com,1912.0,construction,10001+,"irving, texas, united states",united states,linkedin.com/company/fluor,18228,47878,47878.0,18228
3915882,pemex,pemex.com,1938.0,oil & energy,10001+,"mexico, distrito federal, mexico",mexico,linkedin.com/company/pemex,18137,24617,24617.0,18137
2202767,sopra steria,soprasteria.com,1968.0,information technology and services,10001+,"france, aquitaine, france",france,linkedin.com/company/soprasteria,18093,44388,44388.0,18093
3884708,hca,hcahealthcare.com,1968.0,hospital & health care,10001+,"nashville, tennessee, united states",united states,linkedin.com/company/hca,18069,31543,31543.0,18069
3894880,bmw group,bmwgroup.jobs,1916.0,automotive,10001+,"munich, bavaria, germany",germany,linkedin.com/company/bmw,18063,41033,41033.0,18063
6227085,dupont,dupont.com,1802.0,chemicals,10001+,"wilmington, delaware, united states",united states,linkedin.com/company/dupont,17997,48015,48015.0,17997
5068673,nessuna azienda,navisysgroup.com,,writing and editing,10001+,,,linkedin.com/company/nessuna-azienda,17994,22248,22248.0,17994
2519978,sears holdings corporation,searsholdings.com,2005.0,retail,10001+,"hoffman estates, illinois, united states",united states,linkedin.com/company/sears-holdings-corporation,17952,59118,59118.0,17952
79355,cleveland clinic,clevelandclinic.org,1921.0,hospital & health care,10001+,"cleveland, ohio, united states",united states,linkedin.com/company/cleveland-clinic,17891,32174,32174.0,17891
5728545,lafargeholcim,lafargeholcim.com,2015.0,building materials,10001+,"jona, schwyz, switzerland",switzerland,linkedin.com/company/lafargeholcim,17859,34272,34272.0,17859
2353192,kohl's department stores,kohls.com,1962.0,retail,10001+,"menomonee falls, wisconsin, united states",united states,linkedin.com/company/kohls-department-stores,17851,55906,55906.0,17851
6515976,humana,humana.com,1961.0,insurance,10001+,"louisville, kentucky, united states",united states,linkedin.com/company/humana,17829,32482,32482.0,17829
6694537,primerica,primerica.com,1977.0,financial services,10001+,"duluth, georgia, united states",united states,linkedin.com/company/primerica,17751,27467,27467.0,17751
2748281,axis bank,axisbank.com,1994.0,banking,10001+,"bombay, maharashtra, india",india,linkedin.com/company/axis-bank,17736,30595,30595.0,17736
2558224,coldwell banker residential brokerage,coldwellbanker.com,1906.0,real estate,10001+,"madison, new jersey, united states",united states,linkedin.com/company/coldwell-banker-residential-brokerage,17682,26465,26465.0,17682
4246946,bayer,bayer.com,1863.0,pharmaceuticals,10001+,"leverkusen, north rhine-westphalia, germany",germany,linkedin.com/company/bayer,17592,41540,41540.0,17592
2772227,fujitsu,fujitsu.com,1935.0,information technology and services,10001+,"north sydney, new south wales, australia",australia,linkedin.com/company/fujitsu,17581,54138,54138.0,17581
2498797,faa,faa.gov,1958.0,aviation & aerospace,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/faa,17533,25324,25324.0,17533
6329103,bbva,bbva.com,1857.0,banking,10001+,"bilbao, basque country, spain",spain,linkedin.com/company/bbva,17515,37671,37671.0,17515
5221614,university of michigan,umich.edu,1817.0,higher education,10001+,"ann arbor, michigan, united states",united states,linkedin.com/company/university-of-michigan,17439,51824,51824.0,17439
3017954,banco do brasil,bb.com.br,1808.0,banking,10001+,,,linkedin.com/company/bancodobrasil,17350,34787,34787.0,17350
2809626,fis,fisglobal.com,,information technology and services,10001+,"jacksonville, florida, united states",united states,linkedin.com/company/fis,17305,32392,32392.0,17305
6303895,foxconn,foxconn.com,1974.0,electrical/electronic manufacturing,10001+,"panchiao, t'ai-pei, taiwan",['thailand'],linkedin.com/company/foxconn,17217,30421,30421.0,17217
5081681,intercontinental hotels group (ihgÂ®),ihgplc.com,2003.0,hospitality,10001+,"denham, buckinghamshire, united kingdom",united kingdom,linkedin.com/company/intercontinental-hotels-group,17201,51280,51280.0,17201
6777743,ge power,gepower.com,,oil & energy,10001+,"schenectady, new york, united states",united states,linkedin.com/company/gepower,17184,39409,39409.0,17184
2492847,epam systems,epam.com,1993.0,computer software,10001+,"newtown, pennsylvania, united states",united states,linkedin.com/company/epam-systems,17180,26118,26118.0,17180
3927744,pearson,pearson.com,1844.0,education management,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/pearson,17153,42688,42688.0,17153
649918,national australia bank,nab.com.au,1858.0,banking,10001+,"melbourne, victoria, australia",australia,linkedin.com/company/national-australia-bank,17116,41910,41910.0,17116
5616621,reliance,ril.com,1966.0,oil & energy,10001+,"bombay, maharashtra, india",india,linkedin.com/company/reliance,17020,34889,34889.0,17020
2851728,jcpenney,jcpenney.com,1902.0,retail,10001+,"plano, texas, united states",united states,linkedin.com/company/jcpenney,16930,55293,55293.0,16930
6609862,imss,imss.ge,2002.0,hospital & health care,10001+,"mexico, distrito federal, mexico",mexico,linkedin.com/company/imss,16922,18612,18612.0,16922
3540520,bradesco,bradesco.com.br,1943.0,banking,10001+,"osasco, sao paulo, brazil",brazil,linkedin.com/company/bradesco,16917,39194,39194.0,16917
1799266,boston scientific,bostonscientific.com,1979.0,medical devices,10001+,"marlborough, massachusetts, united states",united states,linkedin.com/company/boston-scientific,16903,40046,40046.0,16903
4287803,stay at home mom,,,law practice,10001+,,,linkedin.com/company/shervin-immigration-and-business-center,16823,17168,17168.0,16823
2283091,lenovo,lenovo.com,2005.0,computer hardware,10001+,"morrisville, north carolina, united states",united states,linkedin.com/company/lenovo,16797,34168,34168.0,16797
4519448,nationwide insurance,nationwide.com,,insurance,10001+,,,linkedin.com/company/nationwide,16794,36425,36425.0,16794
1426924,nissan motor corporation,nissan-global.com,1933.0,automotive,10001+,"yokohama, kanagawa, japan",japan,linkedin.com/company/nissan-motor-corporation,16756,36526,36526.0,16756
4128741,amazon web services,,2006.0,information technology and services,10001+,"seattle, washington, united states",united states,linkedin.com/company/amazon-web-services,16751,21393,21393.0,16751
5082432,philip morris international,pmi.com,2008.0,tobacco,10001+,"new york, new york, united states",united states,linkedin.com/company/insidepmi,16683,43070,43070.0,16683
4276215,alstom,alstom.com,1928.0,railroad manufacture,10001+,"washington, pennsylvania, united states",united states,linkedin.com/company/alstom,16661,40685,40685.0,16661
5058764,cummins inc.,cummins.com,1919.0,automotive,10001+,"columbus, indiana, united states",united states,linkedin.com/company/cummins-inc,16625,36131,36131.0,16625
5572730,centurylink,centurylink.com,1930.0,telecommunications,10001+,"monroe, louisiana, united states",united states,linkedin.com/company/centurylink,16598,27721,27721.0,16598
328477,psa peugeot citroÃ«n,groupe-psa.com,1976.0,automotive,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/groupepsa,16563,43205,43205.0,16563
6660667,european commission,europa.eu,1958.0,government administration,10001+,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,linkedin.com/company/european-commission,16546,42726,42726.0,16546
512904,amgen,amgen.com,1980.0,biotechnology,10001+,"thousand oaks, california, united states",united states,linkedin.com/company/amgen,16533,38225,38225.0,16533
2433170,abn amro bank n.v.,abnamro.nl,1817.0,banking,10001+,"amsterdam, noord-holland, netherlands",netherlands,linkedin.com/company/abn-amro,16510,82764,82764.0,16510
5807027,cvs pharmacy,,1963.0,pharmaceuticals,10001+,"woonsocket, rhode island, united states",united states,linkedin.com/company/cvs-pharmacy,16445,43300,43300.0,16445
984683,trw,zf.com,1915.0,automotive,10001+,,,linkedin.com/company/zf-group,16444,38787,38787.0,16444
5454895,ncr corporation,ncr.com,1884.0,information technology and services,10001+,"duluth, georgia, united states",united states,linkedin.com/company/ncr-corporation,16404,45468,45468.0,16404
876910,akzonobel,akzonobel.com,1994.0,chemicals,10001+,"amsterdam, noord-holland, netherlands",netherlands,linkedin.com/company/akzonobel,16375,41399,41399.0,16375
299310,amdocs,amdocs.com,1982.0,telecommunications,10001+,"chesterfield, missouri, united states",united states,linkedin.com/company/amdocs,16108,33663,33663.0,16108
6967442,abbvie,abbvie.com,2013.0,pharmaceuticals,10001+,"north chicago, illinois, united states",united states,linkedin.com/company/abbvie,16096,24703,24703.0,16096
2834957,arcelormittal,arcelormittal.com,2006.0,mining & metals,10001+,"none, south carolina, united states",united states,linkedin.com/company/arcelormittal,16090,36290,36290.0,16090
6480111,free lance,dottorpaolo.com,,internet,10001+,,,linkedin.com/company/free-lance_38,15992,18362,18362.0,15992
654491,jaguar land rover,jaguarlandrovercareers.com,1922.0,automotive,10001+,"sandwell, sandwell, united kingdom",united kingdom,linkedin.com/company/jaguar-land-rover_1,15929,28186,28186.0,15929
5095679,autÃ´noma,sirin.com.br,,human resources,10001+,,,linkedin.com/company/aut-noma_6,15911,18288,18288.0,15911
3645134,sgs,sgs.com,1878.0,international trade and development,10001+,"geneva, geneva, switzerland",switzerland,linkedin.com/company/sgs,15907,37834,37834.0,15907
1779526,wipro infotech,,1945.0,information technology and services,10001+,"bangalore, karnataka, india",india,linkedin.com/company/wipro-infotech,15834,40554,40554.0,15834
5044856,aramark,aramark.com,1939.0,retail,10001+,"philadelphia, pennsylvania, united states",united states,linkedin.com/company/aramark,15833,46456,46456.0,15833
3703865,"ministero istruzione, universita' e ricerca",miur.it,,government administration,10001+,,,linkedin.com/company/ministero-istruzione-universita'-e-ricerca,15829,18421,18421.0,15829
6390452,samsung,,1969.0,consumer electronics,10001+,"new york, new york, united states",united states,linkedin.com/company/samsung,15818,31678,31678.0,15818
5753837,kuehne + nagel,kuehne-nagel.com,1890.0,logistics and supply chain,10001+,"schindellegi, schwyz, switzerland",switzerland,linkedin.com/company/kuehne-nagel,15815,34164,34164.0,15815
1314805,cerner corporation,cerner.com,1979.0,information technology and services,10001+,"kansas city, missouri, united states",united states,linkedin.com/company/cerner-corporation,15781,28081,28081.0,15781
5339583,mckinsey & company,mckinsey.com,,management consulting,10001+,,,linkedin.com/company/mckinsey,15771,42694,42694.0,15771
6248695,kimberly-clark,careersatkc.com,1872.0,consumer goods,10001+,"seminole, texas, united states",united states,linkedin.com/company/kimberly-clark,15758,41594,41594.0,15758
1929568,caixa economica federal,caixa.gov.br,1861.0,banking,10001+,"brasÃ­lia, federal district, brazil",brazil,linkedin.com/company/caixa-economica-federal,15754,32283,32283.0,15754
3067312,"biocolloids fate and transport in environmental systems, network biomet",,,retail,10001+,,,linkedin.com/company/biocolloids-fate-and-transport-in-environmental-systems-network-biomet,15733,15885,15885.0,15733
3328830,agilent technologies,agilent.com,1999.0,biotechnology,10001+,"santa clara, california, united states",united states,linkedin.com/company/agilent-technologies,15704,35128,35128.0,15704
2118199,upwork,upwork.com,2015.0,internet,10001+,"mountain view, california, united states",united states,linkedin.com/company/upwork,15693,20194,20194.0,15693
680884,whole foods market,wholefoodsmarket.com,1980.0,supermarkets,10001+,"austin, texas, united states",united states,linkedin.com/company/whole-foods-market,15674,36319,36319.0,15674
2268010,comcast cable,,1963.0,telecommunications,10001+,"philadelphia, pennsylvania, united states",united states,linkedin.com/company/comcast-cable,15667,34607,34607.0,15667
2623572,indra,indracompany.com,1993.0,information technology and services,10001+,"alcobendas, madrid, spain",spain,linkedin.com/company/indra,15623,42025,42025.0,15623
4291194,southwest airlines,southwest.com,1971.0,airlines/aviation,10001+,"dallas, texas, united states",united states,linkedin.com/company/southwest-airlines,15614,22769,22769.0,15614
1080013,mid managing international diffusion,midshop.it,2013.0,management consulting,10001+,,,linkedin.com/company/mid-moto-international-diffusion,15565,15642,15642.0,15565
4062605,stryker,stryker.com,1941.0,medical devices,10001+,"kalamazoo, michigan, united states",united states,linkedin.com/company/stryker,15560,32299,32299.0,15560
5313940,international mission of mercy (imm),immusa.org,1991.0,public relations and communications,10001+,"morristown, new jersey, united states",united states,linkedin.com/company/international-mission-of-mercy-imm-,15560,15688,15688.0,15560
1537541,british american tobacco,bat.com,1902.0,tobacco,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/british-american-tobacco,15511,46381,46381.0,15511
3678648,nordea,nordea.com,,banking,10001+,"ase, vasternorrlands lan, sweden",sweden,linkedin.com/company/nordea,15508,32665,32665.0,15508
4732310,bank of america merrill lynch,bofaml.com,,financial services,10001+,"charlotte, north carolina, united states",united states,linkedin.com/company/bank-of-america-merrill-lynch,15449,31386,31386.0,15449
3550785,publix super markets,publix.com,1930.0,retail,10001+,"lakeland, florida, united states",united states,linkedin.com/company/publix-super-markets,15397,33076,33076.0,15397
213747,own businees,fbook.me,,food production,10001+,,,linkedin.com/company/own-businees,15362,16185,16185.0,15362
6728119,youtube,youtube.com,2005.0,internet,10001+,"san bruno, california, united states",united states,linkedin.com/company/youtube,15319,19222,19222.0,15319
1659265,u.s. department of state,state.gov,,international affairs,10001+,"washington, district of columbia, united states",united states,linkedin.com/company/u-s--department-of-state,15219,42035,42035.0,15219
1665643,"""cecaci""  centro de capacitacion comercial e industrial",,,professional training & coaching,10001+,,,linkedin.com/company/-cecaci-centro-de-capacitacion-comercial-e-industrial,15215,15376,15376.0,15215
5563907,mars,mars.com,1911.0,food production,10001+,"mclean, virginia, united states",united states,linkedin.com/company/mars,15197,37881,37881.0,15197
81221,lic,licindia.in,1956.0,insurance,10001+,,,linkedin.com/company/lic,15193,17748,17748.0,15193
6441957,sabic,sabic.com,1976.0,chemicals,10001+,"riyadh, ar riyÄá¸‘, saudi arabia",saudi arabia,linkedin.com/company/sabic,15190,28606,28606.0,15190
5183252,bsnl,bsnl.co.in,,telecommunications,10001+,,,linkedin.com/company/bsnl,15125,21689,21689.0,15125
691818,danone,danone.com,1919.0,food production,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/danone,15123,44280,44280.0,15123
6429862,usaa,usaa.com,1922.0,financial services,10001+,"san antonio, texas, united states",united states,linkedin.com/company/usaa,15109,27213,27213.0,15109
5124005,chicago public schools,cps.edu,1837.0,education management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/chicago-public-schools,15079,24917,24917.0,15079
5965423,le groupe la poste,laposte.fr,,logistics and supply chain,10001+,"paris, Ã®le-de-france, france",france,linkedin.com/company/la-poste,15030,27523,27523.0,15030
2120221,bmo financial group,bmo.com,1817.0,financial services,10001+,"toronto, ontario, canada",canada,linkedin.com/company/bank-of-montreal,14998,34905,34905.0,14998
182922,fresenius medical care,fmcna.com,1996.0,hospital & health care,10001+,"waltham, massachusetts, united states",united states,linkedin.com/company/fresenius-medical-care,14994,26649,26649.0,14994
4072608,cushman & wakefield,cushmanwakefield.com,1917.0,commercial real estate,10001+,"chicago, illinois, united states",united states,linkedin.com/company/cushman-&-wakefield,14982,33002,33002.0,14982
5029019,ing,ing.com,1991.0,banking,10001+,"amsterdam, north holland, netherlands",netherlands,linkedin.com/company/ing,14973,41543,41543.0,14973
5729350,rolls-royce,rolls-royce.com,1884.0,aviation & aerospace,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/rolls-royce,14942,34260,34260.0,14942
6687943,cigna,cigna.com,1982.0,"health, wellness and fitness",10001+,"bloomfield, connecticut, united states",united states,linkedin.com/company/cigna,14932,34258,34258.0,14932
5506867,ymca,ymca.net,1844.0,non-profit organization management,10001+,"chicago, illinois, united states",united states,linkedin.com/company/ymcausa,14924,52248,52248.0,14924
6884071,prudential financial,prudential.com,1875.0,financial services,10001+,"newark, new jersey, united states",united states,linkedin.com/company/prudential-financial,14889,43938,43938.0,14889
3388682,saipem,saipem.com,1957.0,oil & energy,10001+,"san donato milanese, milan, italy",italy,linkedin.com/company/saipem,14858,33895,33895.0,14858
1927915,bosch,bosch.com,1886.0,mechanical or industrial engineering,10001+,"garfield, new jersey, united states",united states,linkedin.com/company/bosch,14807,42375,42375.0,14807
680626,rodan + fields,rodanandfields.com,2002.0,consumer goods,10001+,"san francisco, california, united states",united states,linkedin.com/company/rodan-fields,14799,15944,15944.0,14799
5474243,rr donnelley,rrdonnelley.com,1864.0,printing,10001+,"chicago, illinois, united states",united states,linkedin.com/company/rr-donnelley,14761,32932,32932.0,14761
2410108,vmware,vmware.com,1998.0,computer software,10001+,"palo alto, california, united states",united states,linkedin.com/company/vmware,14733,28304,28304.0,14733
18451,university of washington,washington.edu,,higher education,10001+,,,linkedin.com/company/university-of-washington,14684,44327,44327.0,14684
6914770,penn state university,psu.edu,1855.0,higher education,10001+,"university park, pennsylvania, united states",united states,linkedin.com/company/penn-state-university,14681,43039,43039.0,14681
